distance_km,traffic,hour,weekday,type_route,weather,duration_minutes
2818.2,LOW,5,4,HIGHWAY,CLEAR,1690.92
2582.88,LOW,11,3,HIGHWAY,RAIN,1782.19
2408.01,LOW,6,0,URBAN,CLEAR,4816.02
974.08,LOW,6,2,URBAN,RAIN,2240.38
2520.34,MEDIUM,3,4,MIXED,CLEAR,3024.41
753.58,MEDIUM,7,1,URBAN,RAIN,2599.85
513.67,MEDIUM,7,1,URBAN,CLEAR,1541.01
1680.21,LOW,15,6,URBAN,CLEAR,3360.42
74.82,MEDIUM,20,3,URBAN,SNOW,336.69
2821.99,MEDIUM,13,4,HIGHWAY,CLEAR,2116.49
2850.26,HIGH,0,6,MIXED,RAIN,6555.6
2253.92,HIGH,17,6,URBAN,CLEAR,13523.52
744.76,MEDIUM,18,2,URBAN,CLEAR,2234.28
1101.57,LOW,9,6,URBAN,SNOW,3304.71
2984.16,HIGH,16,3,URBAN,FOG,22381.2
2406.86,LOW,13,3,HIGHWAY,CLEAR,1444.12
2925.6,MEDIUM,8,6,MIXED,FOG,4388.4
2685.88,MEDIUM,10,3,MIXED,CLEAR,3223.06
75.88,HIGH,3,2,MIXED,CLEAR,151.76
811.06,MEDIUM,4,3,MIXED,SNOW,1459.91
2111.29,LOW,10,4,MIXED,CLEAR,1809.68
954.7,MEDIUM,11,2,URBAN,RAIN,3293.71
2542.31,LOW,2,4,MIXED,RAIN,2505.99
2369.41,MEDIUM,17,3,URBAN,RAIN,8174.46
321.66,HIGH,11,1,HIGHWAY,CLEAR,321.66
2594.97,LOW,14,3,URBAN,SNOW,7784.91
2786.36,LOW,17,6,URBAN,CLEAR,5572.72
1808.44,MEDIUM,9,5,MIXED,CLEAR,2170.13
958.54,LOW,9,4,MIXED,SNOW,1779.12
733.59,MEDIUM,11,5,HIGHWAY,CLEAR,550.19
1709.84,HIGH,23,3,URBAN,CLEAR,10259.04
402.48,MEDIUM,18,2,HIGHWAY,CLEAR,301.86
176.44,LOW,3,1,URBAN,CLEAR,352.88
1390.46,LOW,18,6,MIXED,CLEAR,1191.82
1121.09,LOW,15,5,URBAN,CLEAR,2242.18
1004.68,LOW,12,6,URBAN,CLEAR,2009.36
355.81,MEDIUM,12,0,HIGHWAY,CLEAR,266.86
2464.33,LOW,23,3,MIXED,CLEAR,2112.28
2896.68,LOW,18,1,HIGHWAY,CLEAR,1738.01
2492.67,HIGH,4,5,MIXED,RAIN,5733.14
1110.15,MEDIUM,17,1,HIGHWAY,CLEAR,832.61
1643.3,HIGH,0,5,HIGHWAY,CLEAR,1643.3
477.85,HIGH,2,0,URBAN,CLEAR,2867.1
444.47,MEDIUM,2,3,HIGHWAY,CLEAR,333.35
1515.52,HIGH,18,1,MIXED,RAIN,3485.7
2424.89,HIGH,2,6,URBAN,CLEAR,14549.34
189.52,MEDIUM,9,2,URBAN,SNOW,852.84
1030.18,MEDIUM,7,6,URBAN,CLEAR,3090.54
2299.37,LOW,15,0,MIXED,FOG,2463.61
250.77,LOW,21,5,MIXED,RAIN,247.19
827.3,LOW,21,3,MIXED,CLEAR,709.11
2595.99,LOW,19,2,HIGHWAY,CLEAR,1557.59
261.08,MEDIUM,5,1,URBAN,CLEAR,783.24
540.64,HIGH,11,0,MIXED,RAIN,1243.47
512.13,MEDIUM,6,1,HIGHWAY,RAIN,441.71
2927.36,LOW,2,4,URBAN,CLEAR,5854.72
2128.22,MEDIUM,1,3,HIGHWAY,CLEAR,1596.16
2344.29,LOW,4,0,URBAN,CLEAR,4688.58
1905.59,HIGH,8,6,URBAN,FOG,14291.92
963.26,LOW,22,0,MIXED,CLEAR,1128.93
539.43,HIGH,9,4,MIXED,CLEAR,1316.63
2546.25,HIGH,0,5,URBAN,CLEAR,15277.5
2160.37,LOW,11,1,MIXED,RAIN,2129.51
305.98,LOW,6,0,MIXED,CLEAR,262.27
2950.51,LOW,11,3,URBAN,RAIN,6786.17
911.22,LOW,13,5,MIXED,RAIN,898.2
2223.83,MEDIUM,1,5,URBAN,CLEAR,6671.49
819.23,MEDIUM,18,4,URBAN,CLEAR,2457.69
168.14,MEDIUM,0,6,MIXED,CLEAR,201.77
1656.37,LOW,7,4,HIGHWAY,SNOW,1490.73
200.4,HIGH,17,1,URBAN,CLEAR,1202.4
735.15,MEDIUM,0,0,MIXED,SNOW,1323.27
2420.51,LOW,2,2,HIGHWAY,CLEAR,1452.31
549.49,MEDIUM,2,6,MIXED,CLEAR,659.39
1313.96,LOW,19,2,HIGHWAY,CLEAR,788.38
275.44,HIGH,1,6,HIGHWAY,CLEAR,275.44
509.31,HIGH,18,0,HIGHWAY,CLEAR,509.31
2295.86,HIGH,23,3,URBAN,CLEAR,13775.16
2839.74,LOW,13,6,URBAN,CLEAR,5679.48
1737.35,MEDIUM,19,0,URBAN,RAIN,5993.86
1517.72,MEDIUM,23,6,URBAN,RAIN,5236.13
2993.78,LOW,9,6,MIXED,SNOW,3849.15
1971.57,MEDIUM,1,3,URBAN,SNOW,8872.06
2957.03,LOW,19,2,HIGHWAY,RAIN,2040.35
1775.43,LOW,19,3,HIGHWAY,RAIN,1225.05
337.41,HIGH,22,5,URBAN,RAIN,2328.13
1284.33,LOW,18,1,URBAN,CLEAR,2568.66
1081.01,HIGH,23,5,MIXED,CLEAR,2162.02
1239.58,LOW,16,3,HIGHWAY,CLEAR,743.75
2733.16,LOW,18,4,MIXED,SNOW,3514.06
173.71,LOW,17,6,URBAN,CLEAR,347.42
2414.1,LOW,7,4,HIGHWAY,CLEAR,1448.46
585.06,LOW,20,1,URBAN,RAIN,1345.64
2827.36,HIGH,8,1,URBAN,CLEAR,16964.16
2953.28,MEDIUM,1,3,HIGHWAY,CLEAR,2214.96
276.47,MEDIUM,15,1,MIXED,SNOW,497.65
276.96,LOW,6,2,URBAN,RAIN,637.01
2997.2,MEDIUM,6,5,HIGHWAY,CLEAR,2247.9
2059.43,MEDIUM,21,3,MIXED,CLEAR,2471.32
2447.84,LOW,10,0,MIXED,CLEAR,2098.15
2022.98,LOW,12,6,HIGHWAY,RAIN,1395.86
434.81,LOW,6,0,MIXED,CLEAR,372.69
1374.7,MEDIUM,9,6,HIGHWAY,FOG,1288.78
476.84,LOW,22,5,MIXED,CLEAR,408.72
980.29,LOW,10,2,MIXED,CLEAR,840.25
282.88,HIGH,7,5,URBAN,CLEAR,1697.28
1358.41,LOW,12,5,HIGHWAY,CLEAR,815.05
2027.86,MEDIUM,10,4,URBAN,CLEAR,6083.58
1902.34,LOW,7,3,URBAN,RAIN,4375.38
175.54,HIGH,7,6,HIGHWAY,CLEAR,175.54
565.7,HIGH,6,6,HIGHWAY,CLEAR,565.7
2829.49,LOW,17,6,URBAN,RAIN,6507.83
2353.85,LOW,17,2,MIXED,CLEAR,2017.59
2018.42,LOW,23,2,URBAN,RAIN,4642.37
2837.76,LOW,11,1,URBAN,CLEAR,5675.52
960.71,LOW,20,2,HIGHWAY,CLEAR,576.43
55.44,LOW,4,1,MIXED,RAIN,54.65
2406.82,LOW,23,0,MIXED,CLEAR,2062.99
760.09,LOW,20,2,URBAN,RAIN,1748.21
84.92,LOW,18,5,HIGHWAY,CLEAR,50.95
2241.78,LOW,4,3,URBAN,RAIN,10261.19
1571.37,LOW,16,5,MIXED,CLEAR,1346.89
879.65,HIGH,11,5,MIXED,RAIN,2023.19
16.45,LOW,18,5,URBAN,RAIN,37.83
2738.21,LOW,14,2,HIGHWAY,CLEAR,1642.93
2976.23,MEDIUM,8,6,URBAN,CLEAR,8928.69
1214.73,LOW,19,1,HIGHWAY,CLEAR,728.84
297.41,LOW,12,5,HIGHWAY,CLEAR,178.45
2222.49,MEDIUM,7,2,MIXED,CLEAR,2666.99
1610.92,HIGH,18,2,URBAN,SNOW,20963.28
2502.49,LOW,15,0,URBAN,RAIN,5755.73
1743.7,LOW,11,3,MIXED,CLEAR,2383.65
1474.25,LOW,9,5,URBAN,RAIN,3390.77
1812.24,LOW,13,2,HIGHWAY,CLEAR,1087.34
2225.81,HIGH,1,0,HIGHWAY,SNOW,3338.72
1310.26,HIGH,2,3,URBAN,CLEAR,7861.56
62.13,MEDIUM,11,2,URBAN,RAIN,354.46
1043.83,LOW,1,4,URBAN,FOG,2609.57
147.87,LOW,18,1,HIGHWAY,RAIN,102.03
590.13,LOW,10,0,HIGHWAY,CLEAR,354.08
2770.13,MEDIUM,0,0,MIXED,CLEAR,3324.16
801.61,LOW,1,6,URBAN,SNOW,2404.83
1665.35,LOW,10,4,URBAN,CLEAR,3330.7
222.46,HIGH,10,2,MIXED,RAIN,511.66
2033.31,MEDIUM,7,5,HIGHWAY,CLEAR,1524.98
1178.98,HIGH,15,6,HIGHWAY,SNOW,1768.47
2003.78,LOW,3,5,HIGHWAY,CLEAR,1202.27
1188.32,LOW,2,1,HIGHWAY,CLEAR,712.99
764.46,LOW,15,0,URBAN,CLEAR,1528.92
47.65,LOW,22,3,MIXED,SNOW,61.26
1193.14,HIGH,22,3,URBAN,FOG,8948.55
2627.58,HIGH,16,0,HIGHWAY,CLEAR,2627.58
2881.69,LOW,18,0,HIGHWAY,CLEAR,2485.36
2173.69,HIGH,1,3,URBAN,CLEAR,13042.14
2522.79,MEDIUM,11,2,URBAN,RAIN,8703.63
2079.55,MEDIUM,11,2,HIGHWAY,CLEAR,1559.66
1895.37,MEDIUM,11,1,MIXED,CLEAR,2274.44
459.9,HIGH,1,6,URBAN,CLEAR,2759.4
2217.17,LOW,16,4,HIGHWAY,RAIN,1529.85
1109.22,MEDIUM,13,3,URBAN,CLEAR,3327.66
1919.01,HIGH,2,0,HIGHWAY,CLEAR,1919.01
2191.21,HIGH,4,3,HIGHWAY,RAIN,2519.89
344.46,HIGH,12,1,HIGHWAY,CLEAR,344.46
1303.48,MEDIUM,20,2,HIGHWAY,CLEAR,977.61
2673.26,LOW,11,5,HIGHWAY,RAIN,1844.55
646.79,LOW,18,5,MIXED,RAIN,637.55
102.95,HIGH,7,1,URBAN,SNOW,1786.89
300.31,HIGH,6,2,URBAN,CLEAR,2967.48
738.56,LOW,3,4,URBAN,CLEAR,1477.12
1380.82,LOW,21,4,MIXED,CLEAR,1183.56
1000.82,LOW,19,3,URBAN,CLEAR,2001.64
1593.15,MEDIUM,7,5,MIXED,SNOW,2867.67
196.33,LOW,15,6,HIGHWAY,CLEAR,117.8
609.31,LOW,14,2,HIGHWAY,CLEAR,365.59
1767.06,LOW,18,1,URBAN,CLEAR,4893.02
1190.67,LOW,6,5,URBAN,CLEAR,2381.34
2660.52,MEDIUM,4,6,HIGHWAY,CLEAR,1995.39
425.64,MEDIUM,4,3,URBAN,CLEAR,1276.92
2124.28,MEDIUM,1,2,HIGHWAY,CLEAR,1593.21
40.18,MEDIUM,9,0,URBAN,RAIN,138.62
668.66,MEDIUM,21,2,MIXED,FOG,1002.99
917.1,HIGH,19,0,URBAN,RAIN,6327.99
1081.4,HIGH,7,2,URBAN,CLEAR,6488.4
485.3,LOW,9,5,MIXED,CLEAR,415.97
2150.57,MEDIUM,19,1,URBAN,SNOW,19084.65
1944.58,LOW,2,2,MIXED,CLEAR,1666.78
1291.32,HIGH,14,6,URBAN,CLEAR,10291.45
1848.93,HIGH,4,1,URBAN,RAIN,12757.62
2486.72,MEDIUM,6,2,URBAN,CLEAR,7460.16
2125.54,LOW,12,5,MIXED,CLEAR,1821.89
700.5,LOW,4,0,MIXED,RAIN,690.49
948.76,LOW,12,0,URBAN,CLEAR,1897.52
1072.36,HIGH,21,5,MIXED,CLEAR,2144.72
1328.73,MEDIUM,6,0,URBAN,FOG,4982.74
2075.95,LOW,13,4,HIGHWAY,CLEAR,1245.57
776.68,LOW,2,2,MIXED,RAIN,765.58
1187.95,LOW,10,4,URBAN,SNOW,3563.85
47.72,LOW,10,1,HIGHWAY,CLEAR,28.63
1413.89,MEDIUM,5,4,MIXED,FOG,2120.84
1057.38,LOW,7,5,URBAN,RAIN,2431.97
325.8,HIGH,9,3,MIXED,FOG,814.5
2940.2,MEDIUM,15,6,HIGHWAY,RAIN,2535.92
1352.12,HIGH,21,5,MIXED,CLEAR,2704.24
1555.97,MEDIUM,12,1,URBAN,CLEAR,4667.91
99.03,HIGH,18,0,MIXED,SNOW,297.09
565.87,MEDIUM,17,5,URBAN,FOG,2122.01
280.64,MEDIUM,17,2,MIXED,CLEAR,336.77
1100.1,MEDIUM,22,6,URBAN,RAIN,3795.34
18.95,LOW,17,6,URBAN,CLEAR,37.9
153.46,LOW,14,4,URBAN,RAIN,539.8
605.69,LOW,3,1,MIXED,SNOW,778.74
1670.67,MEDIUM,19,5,MIXED,RAIN,2305.52
642.34,LOW,21,6,URBAN,FOG,1605.85
216.89,HIGH,2,0,URBAN,RAIN,1496.54
1403.8,MEDIUM,12,5,HIGHWAY,CLEAR,1052.85
2385.12,HIGH,16,4,URBAN,CLEAR,14310.72
1021.81,HIGH,8,2,MIXED,CLEAR,2043.62
1927.26,MEDIUM,4,2,URBAN,SNOW,8672.67
1440.19,LOW,22,3,URBAN,CLEAR,2880.38
505.93,HIGH,17,6,HIGHWAY,FOG,632.41
668.38,LOW,16,6,MIXED,FOG,716.12
2874.34,MEDIUM,6,0,MIXED,RAIN,3966.59
2137.36,LOW,17,2,URBAN,CLEAR,4274.72
285.93,LOW,9,5,HIGHWAY,CLEAR,171.56
2859.75,LOW,17,2,MIXED,CLEAR,2451.21
937.44,LOW,0,2,MIXED,CLEAR,803.52
1979.57,MEDIUM,4,4,URBAN,CLEAR,5938.71
1606.81,LOW,1,0,URBAN,RAIN,3695.66
1926.97,LOW,16,0,URBAN,CLEAR,3853.94
1333.77,MEDIUM,23,6,MIXED,FOG,2000.65
246.23,LOW,4,2,MIXED,CLEAR,211.05
1594.98,LOW,21,0,HIGHWAY,CLEAR,956.99
473.94,HIGH,1,4,MIXED,CLEAR,947.88
1206.07,HIGH,1,2,URBAN,CLEAR,7236.42
2461.31,LOW,12,6,HIGHWAY,RAIN,1698.3
2629.09,MEDIUM,5,5,MIXED,CLEAR,3154.91
1084.95,LOW,0,4,URBAN,CLEAR,2169.9
239.74,HIGH,22,3,HIGHWAY,CLEAR,239.74
272.06,MEDIUM,11,5,MIXED,CLEAR,326.47
2842.06,HIGH,2,5,MIXED,RAIN,6536.74
2979.95,LOW,9,3,MIXED,CLEAR,5044.26
497.78,LOW,0,0,HIGHWAY,CLEAR,298.67
753.24,HIGH,7,6,URBAN,CLEAR,4519.44
64.81,LOW,17,6,URBAN,CLEAR,129.62
1561.97,HIGH,10,2,URBAN,FOG,11714.77
775.99,LOW,23,2,MIXED,CLEAR,665.13
97.29,LOW,16,5,MIXED,CLEAR,83.39
2434.12,MEDIUM,15,3,URBAN,CLEAR,7302.36
1399.25,MEDIUM,13,2,URBAN,SNOW,6296.62
2167.23,LOW,3,6,HIGHWAY,CLEAR,1300.34
2994.52,HIGH,8,5,MIXED,SNOW,8983.56
131.52,HIGH,4,1,MIXED,CLEAR,263.04
463.86,LOW,7,6,MIXED,CLEAR,397.59
513.92,HIGH,4,5,MIXED,CLEAR,1027.84
864.96,MEDIUM,9,1,HIGHWAY,RAIN,746.03
359.23,HIGH,14,5,URBAN,CLEAR,2155.38
24.51,LOW,1,1,MIXED,CLEAR,21.01
96.94,LOW,8,2,MIXED,RAIN,95.56
2581.45,LOW,3,4,HIGHWAY,CLEAR,1548.87
2486.45,LOW,18,3,MIXED,RAIN,2450.93
1538.55,HIGH,11,1,HIGHWAY,CLEAR,1538.55
1949.7,HIGH,18,2,URBAN,RAIN,13452.93
1911.78,HIGH,11,0,MIXED,RAIN,4397.09
397.24,HIGH,9,4,HIGHWAY,RAIN,456.83
2236.53,MEDIUM,0,2,URBAN,CLEAR,6709.59
2768.45,MEDIUM,0,6,HIGHWAY,CLEAR,2076.34
2590.89,HIGH,23,1,HIGHWAY,CLEAR,2590.89
2215.51,LOW,6,2,MIXED,CLEAR,1899.01
2930.18,LOW,17,2,MIXED,CLEAR,2511.58
50.82,LOW,17,2,HIGHWAY,CLEAR,30.49
377.82,MEDIUM,17,4,HIGHWAY,CLEAR,283.36
1832.38,MEDIUM,21,6,URBAN,CLEAR,6933.65
183.56,LOW,12,3,URBAN,FOG,458.9
2741.09,MEDIUM,9,3,MIXED,CLEAR,3289.31
1441.47,MEDIUM,6,5,URBAN,RAIN,4973.07
1382.97,LOW,16,1,HIGHWAY,CLEAR,829.78
2830.67,LOW,20,2,MIXED,CLEAR,2426.29
300.94,HIGH,11,3,URBAN,RAIN,2076.49
1831.72,MEDIUM,5,5,URBAN,CLEAR,5495.16
2543.06,LOW,12,0,MIXED,RAIN,2506.73
602.32,LOW,13,1,HIGHWAY,CLEAR,361.39
841.0,LOW,10,6,URBAN,SNOW,3665.79
476.54,MEDIUM,5,0,URBAN,CLEAR,2475.24
1129.66,LOW,2,4,URBAN,FOG,2824.15
2111.99,HIGH,3,3,URBAN,CLEAR,12671.94
1116.1,LOW,22,2,HIGHWAY,FOG,837.07
631.54,LOW,18,0,URBAN,CLEAR,1263.08
597.1,LOW,8,3,MIXED,CLEAR,511.8
904.23,LOW,13,0,URBAN,CLEAR,1808.46
2601.09,HIGH,2,1,HIGHWAY,CLEAR,2601.09
245.78,LOW,22,4,URBAN,RAIN,565.29
1460.23,MEDIUM,9,4,HIGHWAY,RAIN,1259.45
309.87,MEDIUM,0,6,URBAN,CLEAR,929.61
2426.38,MEDIUM,17,5,URBAN,FOG,9098.93
233.26,MEDIUM,5,6,URBAN,CLEAR,699.78
499.68,LOW,4,5,HIGHWAY,CLEAR,299.81
2700.4,MEDIUM,14,6,URBAN,CLEAR,8101.2
1465.56,HIGH,6,5,HIGHWAY,FOG,1831.95
2628.94,HIGH,9,2,HIGHWAY,CLEAR,2628.94
2914.3,HIGH,3,2,URBAN,CLEAR,21571.0
1269.58,MEDIUM,11,1,MIXED,RAIN,1752.02
1116.81,MEDIUM,1,1,URBAN,SNOW,5025.64
2281.54,LOW,8,3,URBAN,CLEAR,4563.08
1868.19,MEDIUM,1,4,HIGHWAY,CLEAR,1401.14
277.01,MEDIUM,21,2,MIXED,RAIN,382.27
2246.1,LOW,23,1,HIGHWAY,CLEAR,1347.66
2340.73,LOW,12,6,URBAN,CLEAR,4681.46
792.06,MEDIUM,2,3,HIGHWAY,CLEAR,594.04
1116.23,LOW,23,5,HIGHWAY,CLEAR,669.74
2300.96,LOW,13,1,HIGHWAY,CLEAR,1380.58
1677.92,LOW,12,6,URBAN,CLEAR,3355.84
279.46,LOW,9,5,MIXED,RAIN,275.47
2038.8,HIGH,2,0,MIXED,RAIN,4689.24
990.34,LOW,14,5,MIXED,CLEAR,848.86
1687.69,HIGH,7,5,MIXED,CLEAR,3375.38
1152.09,MEDIUM,14,5,URBAN,CLEAR,3456.27
864.55,MEDIUM,3,3,MIXED,CLEAR,1037.46
138.45,HIGH,14,0,HIGHWAY,SNOW,207.67
530.07,LOW,3,4,URBAN,CLEAR,1060.14
2429.49,HIGH,4,1,HIGHWAY,CLEAR,2429.49
271.98,HIGH,11,4,URBAN,CLEAR,1631.88
1389.44,LOW,2,3,HIGHWAY,SNOW,1250.5
2637.01,HIGH,13,3,HIGHWAY,CLEAR,2637.01
1880.82,LOW,5,3,URBAN,FOG,4702.05
611.33,LOW,12,6,HIGHWAY,CLEAR,366.8
437.31,LOW,20,1,URBAN,SNOW,1311.93
2997.08,MEDIUM,9,6,URBAN,CLEAR,8991.24
1669.52,LOW,23,0,MIXED,CLEAR,1431.02
2268.45,HIGH,13,3,URBAN,CLEAR,13610.7
2820.03,LOW,7,2,HIGHWAY,CLEAR,1692.02
487.26,MEDIUM,2,2,MIXED,CLEAR,584.71
1200.29,HIGH,19,6,URBAN,SNOW,10802.61
446.62,LOW,3,6,URBAN,SNOW,1339.86
1592.11,MEDIUM,1,2,URBAN,SNOW,7164.49
2890.72,LOW,20,5,HIGHWAY,CLEAR,1734.43
164.12,LOW,15,3,MIXED,CLEAR,140.67
2454.09,MEDIUM,17,6,URBAN,SNOW,11043.41
465.09,MEDIUM,4,6,HIGHWAY,CLEAR,595.02
2058.08,HIGH,16,1,HIGHWAY,CLEAR,2058.08
1049.67,LOW,12,4,URBAN,FOG,2624.18
1420.37,LOW,0,1,URBAN,CLEAR,2840.74
2700.65,MEDIUM,5,6,HIGHWAY,SNOW,3038.23
1867.35,LOW,23,3,MIXED,FOG,2000.73
1774.76,LOW,1,5,URBAN,CLEAR,3549.52
2961.5,LOW,2,4,HIGHWAY,CLEAR,1776.9
982.74,LOW,17,6,HIGHWAY,CLEAR,1160.42
1071.46,HIGH,15,4,HIGHWAY,CLEAR,1071.46
1924.61,MEDIUM,9,4,URBAN,RAIN,6639.9
1460.24,LOW,7,2,URBAN,CLEAR,2920.48
1250.47,LOW,9,0,HIGHWAY,CLEAR,750.28
1111.42,HIGH,10,3,MIXED,CLEAR,2222.84
264.49,LOW,10,4,MIXED,CLEAR,226.71
1439.89,HIGH,23,0,HIGHWAY,CLEAR,1439.89
697.2,MEDIUM,1,5,URBAN,CLEAR,2091.6
573.87,LOW,6,1,MIXED,CLEAR,491.89
518.3,HIGH,14,4,HIGHWAY,CLEAR,518.3
267.91,LOW,11,4,URBAN,FOG,669.78
1522.63,LOW,11,4,HIGHWAY,CLEAR,913.58
628.42,MEDIUM,22,2,HIGHWAY,CLEAR,602.49
1730.23,MEDIUM,8,6,MIXED,CLEAR,2076.28
2245.81,MEDIUM,1,0,URBAN,CLEAR,6737.43
1603.32,LOW,22,4,MIXED,CLEAR,1374.27
885.58,LOW,7,2,MIXED,CLEAR,759.07
1611.51,LOW,23,3,MIXED,FOG,1726.62
2125.15,MEDIUM,5,3,URBAN,CLEAR,6375.45
176.8,LOW,22,2,MIXED,CLEAR,151.54
2430.13,HIGH,11,1,MIXED,FOG,6075.33
682.66,HIGH,8,2,URBAN,RAIN,4710.35
1663.85,LOW,1,6,MIXED,CLEAR,1426.16
1379.86,MEDIUM,9,0,URBAN,FOG,5174.48
899.71,HIGH,22,6,URBAN,RAIN,6208.0
2.71,HIGH,1,3,URBAN,RAIN,18.7
772.23,MEDIUM,14,2,MIXED,CLEAR,926.68
2457.08,HIGH,9,6,MIXED,CLEAR,4914.16
2502.28,LOW,20,6,URBAN,CLEAR,5004.56
2574.19,HIGH,7,2,MIXED,CLEAR,5148.38
527.69,MEDIUM,20,1,URBAN,SNOW,2374.61
125.62,LOW,10,3,URBAN,CLEAR,251.24
587.98,LOW,3,0,HIGHWAY,CLEAR,352.79
800.91,LOW,13,0,URBAN,SNOW,2402.73
2507.7,MEDIUM,3,4,HIGHWAY,CLEAR,1880.77
1872.62,MEDIUM,6,1,URBAN,CLEAR,5617.86
1737.53,MEDIUM,20,1,HIGHWAY,RAIN,1498.62
823.46,MEDIUM,21,6,HIGHWAY,RAIN,710.23
1445.45,HIGH,3,0,URBAN,CLEAR,8672.7
2131.47,LOW,15,2,HIGHWAY,CLEAR,1278.88
675.43,LOW,3,0,URBAN,FOG,1688.57
762.19,MEDIUM,7,0,MIXED,CLEAR,914.63
314.36,MEDIUM,7,1,MIXED,RAIN,433.82
1452.48,LOW,17,3,MIXED,CLEAR,1244.98
1759.22,LOW,16,2,HIGHWAY,SNOW,1583.3
2249.23,HIGH,3,6,MIXED,RAIN,5173.23
2128.73,MEDIUM,23,1,MIXED,FOG,3193.1
2054.93,MEDIUM,16,6,URBAN,RAIN,7089.51
686.46,MEDIUM,14,0,MIXED,CLEAR,823.75
2756.95,LOW,8,0,URBAN,CLEAR,5513.9
1488.23,MEDIUM,6,3,HIGHWAY,SNOW,1674.26
200.51,LOW,16,2,HIGHWAY,SNOW,327.1
914.97,MEDIUM,0,0,MIXED,CLEAR,1097.96
1455.73,HIGH,11,2,URBAN,CLEAR,8734.38
718.33,LOW,6,6,URBAN,FOG,1795.83
428.88,MEDIUM,0,6,URBAN,CLEAR,1286.64
1776.81,MEDIUM,0,1,URBAN,CLEAR,5330.43
162.37,LOW,7,2,URBAN,CLEAR,324.74
2907.1,LOW,4,1,HIGHWAY,CLEAR,1744.26
1267.28,HIGH,14,1,HIGHWAY,CLEAR,1267.28
1598.06,HIGH,9,4,HIGHWAY,CLEAR,1598.06
277.45,LOW,7,3,MIXED,RAIN,273.49
1820.14,HIGH,15,3,MIXED,CLEAR,3640.28
1096.6,MEDIUM,5,4,URBAN,CLEAR,3289.8
1135.94,MEDIUM,1,0,URBAN,CLEAR,6244.25
97.59,LOW,2,4,MIXED,SNOW,125.47
2219.54,LOW,4,6,HIGHWAY,RAIN,1531.48
2330.09,LOW,23,1,URBAN,CLEAR,5948.69
2404.28,LOW,20,1,HIGHWAY,CLEAR,1442.57
343.69,HIGH,20,1,MIXED,RAIN,790.49
1823.73,HIGH,20,2,URBAN,CLEAR,10942.38
1923.81,LOW,5,1,HIGHWAY,CLEAR,1154.29
1618.5,HIGH,12,0,MIXED,CLEAR,3237.0
1386.36,HIGH,23,0,HIGHWAY,CLEAR,1386.36
2132.51,MEDIUM,13,6,URBAN,SNOW,9596.3
2199.64,HIGH,5,5,URBAN,CLEAR,13197.84
1720.11,LOW,7,2,MIXED,CLEAR,1474.38
1808.76,MEDIUM,19,5,HIGHWAY,CLEAR,1356.57
1735.45,MEDIUM,3,0,HIGHWAY,SNOW,1952.38
671.19,LOW,18,4,URBAN,CLEAR,1342.38
390.95,HIGH,20,5,HIGHWAY,CLEAR,390.95
2264.29,LOW,1,5,URBAN,CLEAR,7854.22
2494.95,HIGH,5,1,HIGHWAY,CLEAR,2494.95
1986.49,LOW,4,5,URBAN,RAIN,8298.7
1197.85,HIGH,12,4,HIGHWAY,CLEAR,1197.85
1175.71,HIGH,6,5,URBAN,CLEAR,7054.26
1851.28,MEDIUM,23,6,MIXED,CLEAR,2221.54
1273.17,LOW,17,1,HIGHWAY,RAIN,878.49
225.8,LOW,16,1,URBAN,CLEAR,451.6
1077.45,MEDIUM,13,1,HIGHWAY,CLEAR,808.09
1981.67,MEDIUM,6,3,MIXED,CLEAR,2378.0
2225.26,LOW,13,6,MIXED,CLEAR,1907.37
474.24,LOW,20,5,MIXED,CLEAR,406.49
2833.04,LOW,16,4,HIGHWAY,SNOW,2549.74
876.37,MEDIUM,15,1,HIGHWAY,SNOW,985.92
2890.69,LOW,17,1,URBAN,RAIN,6648.59
2628.2,LOW,21,0,URBAN,CLEAR,5256.4
245.79,MEDIUM,19,1,MIXED,CLEAR,294.95
2483.69,LOW,4,6,URBAN,CLEAR,4967.38
1474.26,HIGH,17,0,HIGHWAY,CLEAR,1474.26
210.02,LOW,11,3,HIGHWAY,CLEAR,126.01
810.31,LOW,11,1,URBAN,SNOW,2430.93
2231.75,HIGH,22,6,HIGHWAY,RAIN,2566.51
1486.49,LOW,7,0,URBAN,CLEAR,2972.98
1710.36,LOW,4,4,HIGHWAY,CLEAR,1026.22
854.95,MEDIUM,4,6,HIGHWAY,RAIN,737.39
523.11,LOW,3,0,HIGHWAY,CLEAR,313.87
2226.22,LOW,5,5,URBAN,RAIN,5120.31
1595.03,MEDIUM,8,6,HIGHWAY,FOG,1495.34
2591.8,HIGH,22,3,URBAN,RAIN,17883.42
2943.74,LOW,5,4,MIXED,SNOW,3784.81
811.56,LOW,2,4,URBAN,RAIN,1866.59
1408.04,LOW,12,5,URBAN,CLEAR,2816.08
1922.67,HIGH,4,6,HIGHWAY,CLEAR,1922.67
461.49,LOW,13,5,HIGHWAY,CLEAR,276.89
2575.65,LOW,15,2,URBAN,CLEAR,5151.3
2332.86,LOW,15,5,HIGHWAY,CLEAR,1399.72
1201.76,LOW,15,0,HIGHWAY,CLEAR,721.06
1096.22,HIGH,18,4,HIGHWAY,CLEAR,1096.22
2361.74,LOW,15,0,HIGHWAY,SNOW,2125.57
313.78,LOW,22,0,HIGHWAY,FOG,235.34
